LSOA21CD,Index of Multiple Deprivation (IMD) Score,pop_65plus
E01001514,21.7,0.08882521489971347
E01001515,37.1,0.06153846153846154
E01001516,28.9,0.09985734664764621
E01001517,48.7,0.10256410256410256
E01001518,22.4,0.15088757396449703
E01033927,13.2,0.07650273224043716
E01033928,13.2,0.09877488514548238
E01001520,17.4,0.16657852987837124
E01001521,8.9,0.16595289079229122
E01001522,14.1,0.11705685618729098
E01001523,8.8,0.17813333333333334
E01001524,21.1,0.14134742404227213
E01001525,16.8,0.16709118695873662
E01001526,10.2,0.22629582806573956
E01001527,15.8,0.1787109375
E01001528,34.9,0.08353221957040573
E01001529,32.2,0.06591549295774649
E01001530,20.5,0.12222853894258101
E01001531,8.4,0.1942090395480226
E01001532,8.5,0.2026862026862027
E01001533,7.1,0.25015216068167984
E01001534,11.2,0.17747641509433962
E01001535,14.4,0.23704215618521077
E01001536,18.8,0.16065073716319267
E01001537,11.6,0.15087719298245614
E01001538,11.1,0.2024793388429752
E01001539,15.2,0.16889428918590524
E01001540,14.3,0.15543766578249338
E01001541,9.7,0.14778645833333334
E01001542,18.6,0.14882506527415143
E01001543,9.6,0.1881918819188192
E01001544,9.6,0.20940906483075158
E01001545,45.5,0.08249603384452671
E01001546,27.9,0.10989010989010989
E01001547,29.2,0.12066508313539193
E01001548,32.1,0.10968074150360453
E01001549,42.9,0.08050314465408805
E01001550,36.0,0.07902217168845935
E01001551,42.1,0.1419647927314026
E01001552,26.4,0.17105263157894737
E01001553,38.3,0.08801389693109438
E01001554,42.0,0.06130483689538808
E01001555,34.7,0.08927770300583221
E01001556,19.3,0.17690875232774675
E01001557,30.2,0.11364967779730521
E01001558,39.7,0.04436689930209372
E01001559,41.1,0.10390220968500236
E01001560,34.5,0.13268608414239483
E01001562,46.6,0.09099018733273863
E01001563,16.6,0.1266628108733372
E01001564,10.3,0.15906362545018007
E01001565,16.3,0.19270516717325228
E01001566,13.9,0.1790960451977401
E01001567,6.3,0.2276843467011643
E01001568,9.8,0.23873390557939914
E01001569,10.4,0.1480637813211845
E01001570,17.9,0.12089077412513255
E01032574,31.5,0.11301859799713877
E01033146,37.6,0.06387225548902195
E01033148,36.0,0.047488584474885846
E01033150,26.8,0.026994601079784044
E01033151,39.7,0.10157858613589568
E01001571,17.9,0.09020475926950747
E01001572,15.5,0.11531531531531532
E01001573,15.7,0.12801013941698353
E01001574,39.3,0.08433107756376887
E01001575,47.5,0.07154742096505824
E01001576,39.5,0.09795102448775612
E01001577,33.6,0.07992007992007992
E01001578,26.8,0.08447684391080618
E01001579,37.7,0.10895607529948659
E01001580,10.8,0.12696493349455865
E01001581,20.4,0.1361592806679512
E01001582,23.3,0.17115384615384616
E01001583,13.5,0.14122137404580154
E01001584,8.8,0.21339461588969139
E01001585,12.9,0.10751978891820581
E01001586,24.1,0.21428571428571427
E01001587,12.1,0.14605067064083457
E01001588,36.0,0.20551967116852612
E01001589,27.7,0.09945652173913043
E01001590,18.3,0.11478260869565217
E01001591,31.7,0.09398854961832061
E01001592,14.7,0.0945945945945946
E01001593,11.4,0.13202247191011235
E01001594,36.3,0.08069286016054077
E01001595,23.2,0.09278350515463918
E01001596,9.4,0.185121107266436
E01001597,15.2,0.2026431718061674
E01001598,14.2,0.21676646706586827
E01001599,17.4,0.1675643327348893
E01001600,13.5,0.1743119266055046
E01001601,11.0,0.2297650130548303
E01001602,32.4,0.1190253045923149
E01001603,36.7,0.1313953488372093
E01001604,13.5,0.17435249526216046
E01001605,7.2,0.20918032786885246
E01001606,6.4,0.15450121654501217
E01001607,17.9,0.19621026894865526
E01001608,14.3,0.24008069939475454
E01001609,22.0,0.22454915648632925
E01001610,12.9,0.1782902137232846
E01001611,18.9,0.16564758198999444
E01001613,20.0,0.205
E01001614,8.6,0.24802631578947368
E01001615,20.2,0.14592484138604198
E01001617,8.8,0.26141078838174275
E01001618,23.6,0.14308342133051744
E01001619,14.7,0.12119675456389452
E01001620,31.7,0.1440099317194289
E01001621,31.9,0.1634958382877527
E01001623,24.7,0.09654415798134942
E01001624,25.3,0.14713216957605985
E01001625,40.6,0.12162162162162163
E01001629,30.4,0.08997188378631678
E01001631,34.1,0.05004812319538017
E01001632,18.6,0.09602327837051407
E01001633,34.2,0.08045409674234946
E01001634,41.7,0.12705615428247305
E01001635,23.2,0.10465116279069768
E01001636,25.7,0.1399055489964581
E01001637,27.1,0.08717379233759023
E01001638,28.1,0.09808342728297632
E01034178,30.6,0.02074688796680498
E01034179,30.6,0.0425531914893617
E01034180,30.6,0.04652996845425868
E01001641,16.3,0.10452586206896551
E01001642,11.5,0.16156462585034015
E01001644,17.3,0.043691148775894535
E01001645,27.9,0.1483695652173913
E01001646,25.0,0.053017091035926056
E01001647,21.6,0.17069892473118278
E01001648,19.2,0.13290771909460244
E01001649,35.2,0.12968849332485696
E01001650,32.0,0.12151067323481117
E01001651,43.6,0.1048728813559322
E01001652,17.5,0.15997673065735893
E01001653,40.9,0.11395646606914213
E01001654,39.9,0.10838946723821188
E01001655,42.5,0.07741522712731926
E01001656,18.3,0.1697553743513714
E01001657,11.3,0.1494325346784363
E01001658,18.2,0.18835412953060013
E01001659,20.7,0.20217260108630053
E01001660,33.6,0.13908118313404658
E01001661,35.1,0.14451928965094918
E01034183,22.1,0.02344273275284662
E01034184,22.1,0.003885003885003885
E01034185,22.1,0.08662741799831791
E01001664,21.3,0.09082078678970373
E01001665,17.2,0.10443037974683544
E01001666,25.3,0.07558428642466435
E01034188,42.6,0.003526093088857546
E01034190,42.6,0.08576533650982728
E01034193,42.6,0.0
E01034191,26.9,0.024052916416115455
E01034192,26.9,0.11526339486717695
E01001669,27.8,0.09571088165210484
E01001671,22.9,0.11655708308427974
E01001672,27.1,0.09567430025445292
E01001673,35.9,0.12264150943396226
E01001674,22.1,0.13960749330954506
E01001675,28.7,0.09912170639899624
E01001676,28.3,0.08183856502242152
E01001677,19.7,0.10845588235294118
E01001678,14.1,0.1403018446059251
E01001679,13.5,0.1286462228870606
E01001680,8.9,0.21866840731070497
E01001681,18.3,0.11440984793627806
E01001682,18.2,0.19205298013245034
E01001683,22.8,0.13563659628918745
E01001684,24.7,0.16783216783216784
E01001685,17.3,0.18979987088444158
E01001686,20.5,0.08084163898117387
E01001687,35.7,0.07565588773642465
E01001688,26.6,0.06493506493506493
E01001690,29.7,0.10358796296296297
E01001692,30.0,0.07556497175141243
E01001693,33.7,0.07092198581560284
E01001694,23.2,0.0861573808156232
E01001695,36.8,0.07757496740547588
E01001696,36.8,0.03425457376411055
E01001697,33.9,0.07148260211800303
E01001698,29.5,0.056711758584807495
E01001699,24.7,0.00964630225080386
E01001700,31.1,0.0777355302070131
E01001701,29.4,0.08608893956670467
E01001702,37.9,0.08355978260869565
E01001703,31.8,0.044003868471953575
E01001704,23.5,0.16068167985392576
E01001705,32.6,0.044
E01034173,39.5,0.12103281334050565
E01001708,20.6,0.12908777969018934
E01034198,37.3,0.08865096359743041
E01001710,33.5,0.08904867256637168
E01034198,27.8,0.08865096359743041
E01001712,31.3,0.050806057645334635
E01034173,37.1,0.12103281334050565
E01032567,18.8,0.14184397163120568
E01034174,33.6,0.1635777598710717
E01034175,33.6,0.0
E01034176,33.6,0.12688381137579
E01034177,33.6,0.05741324921135647
E01033727,19.5,0.04065040650406504
E01033728,9.3,0.04367816091954023
E01033729,25.1,0.10939968404423381
E01034181,17.4,0.0
E01034182,17.4,0.029006526468455404
E01034186,11.7,0.04226415094339623
E01034187,11.7,0.12470214455917394
E01033732,25.8,0.009652509652509652
E01034194,14.6,0.0
E01034195,14.6,0.0
E01034196,14.6,0.016129032258064516
E01034189,14.6,0.004850444624090542
E01033734,15.6,0.014134275618374558
E01033735,27.8,0.06377952755905512
E01033736,10.5,0.011266336187471835
E01033737,33.8,0.03909138932910724
E01033738,22.3,0.07352157698454981
E01033739,19.1,0.02026635784597568
E01033740,20.3,0.027726432532347505
E01033741,19.6,0.022039596563317145
E01033742,13.1,0.035391566265060244
E01033743,21.0,0.05222337125129266
E01033744,29.4,0.051152332771219784
E01033745,22.1,0.044607566346696784
E01033746,21.8,0.19220607661822986
E01001714,44.2,0.06332842415316642
E01001715,28.3,0.035828025477707005
E01001716,37.1,0.08467072495849474
E01001717,27.5,0.08514492753623189
E01001718,20.1,0.05919540229885058
E01001719,35.7,0.09196811771919068
E01001720,19.8,0.06392961876832845
E01001722,31.7,0.08930112165660052
E01001723,22.8,0.0649546827794562
E01001724,25.3,0.04061624649859944
E01001725,26.6,0.08758314855875832
E01001726,32.8,0.04942084942084942
E01001727,22.6,0.0931520644511581
E01001728,30.6,0.05522388059701493
E01001729,42.0,0.05
E01001730,45.8,0.06527977044476327
E01001731,31.2,0.0348968105065666
E01001732,39.1,0.05658381808566896
E01001733,32.4,0.056084656084656084
E01001734,36.3,0.07169811320754717
E01001735,35.2,0.11724137931034483
E01001736,21.5,0.07133676092544987
E01001737,24.6,0.06777713957495692
E01001738,22.9,0.09558823529411764
E01001739,25.8,0.10755961440892947
E01001740,43.9,0.0829523187459177
E01001741,17.8,0.09766162310866575
E01001742,29.0,0.08597285067873303
E01001744,32.0,0.10594702648675662
E01001745,36.8,0.052088221492257156
E01001746,35.3,0.0915534554046072
E01001747,31.1,0.07474226804123711
E01035640,32.8,0.07979870596693027
E01035641,32.8,0.003563791874554526
E01001749,31.1,0.07375415282392027
E01001750,36.0,0.08082191780821918
E01001751,18.7,0.12111184645929848
E01035643,26.8,0.07510109763142692
E01035644,26.8,0.021551724137931036
E01001753,35.9,0.04924491135915955
E01035642,31.5,0.024684585847504114
E01035645,31.5,0.10113207547169811
E01001755,40.1,0.09090909090909091
E01001756,23.4,0.0949119373776908
E01001757,31.9,0.08025477707006369
E01001758,38.9,0.06681939671630394
E01001759,28.9,0.10705741626794259
E01001760,39.2,0.10805194805194805
E01001761,47.2,0.09829763866007687
E01001762,27.1,0.06914893617021277
E01001763,22.1,0.1146067415730337
E01001764,28.7,0.08816837315130831
E01001765,43.4,0.11499193981730252
E01001767,34.0,0.06561514195583597
E01001768,24.3,0.07391064533921676
E01001769,26.8,0.07328447701532312
E01001770,34.3,0.07755102040816327
E01001772,41.8,0.08360836083608361
E01001773,38.2,0.062
E01001774,28.2,0.034378159757330634
E01001775,39.3,0.0996996996996997
E01001776,45.9,0.11724137931034483
E01001777,34.3,0.05005645464809936
E01035648,30.6,0.04896042924211938
E01035649,30.6,0.024893314366998577
E01001780,37.7,0.09306167400881057
E01001781,44.7,0.059045226130653265
E01035646,21.1,0.09044259140474663
E01035647,21.1,0.026690391459074734
E01001783,38.6,0.04758961681087762
E01001784,26.6,0.08418079096045197
E01001785,30.7,0.10125786163522013
E01001786,37.9,0.06913691821057388
E01001787,43.4,0.20372596153846154
E01001788,42.5,0.16417910447761194
E01001789,27.7,0.08445945945945946
E01001790,52.0,0.0891089108910891
E01001791,32.2,0.08624229979466119
E01001792,32.7,0.14271457085828343
E01001793,24.9,0.08360128617363344
E01001794,26.5,0.15716486902927582
E01001795,31.5,0.0686055182699478
E01001796,28.4,0.05536568694463431
E01001798,46.4,0.0799830723656369
E01001799,26.5,0.06556291390728476
E01001800,39.2,0.05063291139240506
E01001801,31.4,0.1304100227790433
E01001802,33.5,0.1038374717832957
E01001803,15.7,0.09348914858096828
E01001804,26.5,0.0655048076923077
E01001805,27.2,0.07698607698607698
E01001806,30.0,0.12829169480081026
E01001807,29.1,0.06961325966850829
E01001808,30.9,0.10055180870631514
E01001809,26.7,0.08666320705760248
E01001811,48.6,0.06495726495726496
E01001812,29.8,0.09030470914127424
E01001813,48.5,0.07581227436823104
E01001814,32.7,0.05985915492957746
E01001815,36.8,0.13732970027247957
E01001816,25.2,0.13984674329501914
E01001819,27.9,0.19889502762430938
E01001820,41.0,0.11103253182461104
E01001821,43.2,0.11458333333333333
E01001822,45.7,0.07054148037754596
E01001823,28.3,0.08574807806031934
E01001824,33.9,0.08871454435727218
E01001825,26.9,0.09821428571428571
E01001826,34.3,0.07619647355163728
E01001827,36.9,0.1111111111111111
E01001828,34.2,0.08801955990220049
E01001829,16.5,0.10196078431372549
E01001830,32.4,0.1278038601982264
E01001831,29.2,0.12152777777777778
E01001832,28.1,0.09535304767652383
E01001833,31.8,0.06858513189448441
E01001834,30.8,0.052870090634441085
E01001835,21.3,0.06326034063260341
E01001836,26.2,0.08771929824561403
E01001837,17.1,0.11325782811459027
E01001838,46.4,0.0847084708470847
E01001839,38.8,0.041492036881810565
E01001840,40.0,0.1568862275449102
E01001841,31.7,0.16143170197224252
E01001842,39.5,0.07180851063829788
E01001843,32.0,0.08151260504201681
E01001844,26.9,0.09558067831449127
E01001845,51.0,0.11977542108546475
E01001846,46.7,0.15482841181165202
E01001847,56.3,0.07359635811836115
E01001848,39.9,0.09688581314878893
E01001849,34.1,0.03345573235414117
E01001850,43.0,0.08232711306256861
E01035650,34.4,0.12871287128712872
E01033699,33.6,0.032647267565649396
E01033700,30.2,0.03884661593912695
E01035638,47.5,0.06522882693319305
E01035639,47.5,0.07589803012746234
E01033702,35.8,0.028188865398167725
E01033703,34.2,0.07792207792207792
E01033704,26.6,0.013681060282171868
E01033705,31.7,0.03827072997873848
E01033706,32.5,0.0
E01035650,32.5,0.12871287128712872
E01033708,20.1,0.013276686139139671
E01033709,33.7,0.05343915343915344
E01033710,24.7,0.013392857142857142
E01033711,22.2,0.0079155672823219
E01033712,33.4,0.06692657569850552
E01033713,35.0,0.04341203351104341
E01001851,13.3,0.0945479641131815
E01001852,16.8,0.09198998748435544
E01001853,20.8,0.07477906186267845
E01001854,19.3,0.08524027459954234
E01001855,18.4,0.07659831121833534
E01001856,31.5,0.08226691042047532
E01001857,40.0,0.11863313990973566
E01001858,30.7,0.09802816901408451
E01001859,20.2,0.062361623616236164
E01001860,31.9,0.06872037914691943
E01001861,30.2,0.10696338837042355
E01001862,32.7,0.10145739910313901
E01001863,19.0,0.08121827411167512
E01001864,28.8,0.11838624338624339
E01001865,13.6,0.09648562300319488
E01001866,14.1,0.13049267643142476
E01001867,13.7,0.24170212765957447
E01001868,35.9,0.12599681020733652
E01001869,14.3,0.19841840402588065
E01001870,16.9,0.07935560859188544
E01001871,12.3,0.1515748031496063
E01001872,15.6,0.11482889733840304
E01001873,22.7,0.11926605504587157
E01035484,23.9,0.08778173190984578
E01035485,23.9,0.03302752293577982
E01001875,33.5,0.1088139281828074
E01001876,37.3,0.05934718100890208
E01001877,33.3,0.09383954154727794
E01001878,34.8,0.12213267203967762
E01001879,22.6,0.11354309165526676
E01001880,21.1,0.10378006872852234
E01001881,14.9,0.10838227442605446
E01001882,13.5,0.07168894289185905
E01001883,23.4,0.12121212121212122
E01001884,26.0,0.12639198218262807
E01001885,50.6,0.11947245927075252
E01001886,25.9,0.11304909560723514
E01001887,23.2,0.15548172757475084
E01001888,10.8,0.1189873417721519
E01001889,19.9,0.09381818181818181
E01001890,13.7,0.04994054696789536
E01001891,11.4,0.08880157170923379
E01001892,28.4,0.09022556390977443
E01001893,33.8,0.09979770734996629
E01001894,30.4,0.0957683741648107
E01001895,19.5,0.12170385395537525
E01001896,22.0,0.10424155283968368
E01001897,15.5,0.1553398058252427
E01001898,22.2,0.07095238095238095
E01001899,43.2,0.1430317848410758
E01001900,36.3,0.13625866050808313
E01001901,10.8,0.05849408836341008
E01001902,15.7,0.09802749551703527
E01001903,25.6,0.11241379310344828
E01001904,9.5,0.07561436672967864
E01001905,7.1,0.11488862837045721
E01001906,9.6,0.059269469331495524
E01001907,11.6,0.12012480499219969
E01001908,17.0,0.057692307692307696
E01001909,22.5,0.1161217587373168
E01001910,18.4,0.08446455505279035
E01001911,34.6,0.09043173862310384
E01001912,35.5,0.1041809458533242
E01001913,10.8,0.0747800586510264
E01001914,20.0,0.06640106241699867
E01001915,12.9,0.15405968077723803
E01001916,6.8,0.3408385093167702
E01001917,15.6,0.1786407766990291
E01001918,10.5,0.11333333333333333
E01001919,8.6,0.17556270096463023
E01001920,31.1,0.15251897860593513
E01001921,19.1,0.08795013850415513
E01001922,12.1,0.11750154607297464
E01001923,17.6,0.1317008603573792
E01001924,9.2,0.0980140935297886
E01001925,9.0,0.1101749837977965
E01001926,6.6,0.1282051282051282
E01001927,9.5,0.20510948905109488
E01001928,20.6,0.11680440771349862
E01001929,12.3,0.11915204678362573
E01001930,31.0,0.21937321937321938
E01001931,18.5,0.09399075500770417
E01001932,25.9,0.08637236084452975
E01001933,20.9,0.1582403151674327
E01001934,23.8,0.10131712259371833
E01001935,17.0,0.10378750614854894
E01001937,13.3,0.12327252625760088
E01001938,27.5,0.08802588996763754
E01035487,21.1,0.13639220615964803
E01035486,21.1,0.07495835646862854
E01001940,34.8,0.11400651465798045
E01001941,30.2,0.045278137128072445
E01001942,24.2,0.07488986784140969
E01001943,33.0,0.07685393258426966
E01001944,43.0,0.09725536992840096
E01001945,25.1,0.10011848341232228
E01001946,22.0,0.08562367864693446
E01001947,37.6,0.1101871101871102
E01001948,14.6,0.08417151932239281
E01001949,8.0,0.05919661733615222
E01001950,9.7,0.07501674480910918
E01001951,17.4,0.07866666666666666
E01001952,15.7,0.07961399276236429
E01001953,22.1,0.07586206896551724
E01001954,27.4,0.1251638269986894
E01001955,38.0,0.10451306413301663
E01001956,27.3,0.1275
E01001957,38.8,0.09203211859172329
E01001958,38.7,0.06362058993637941
E01001959,40.1,0.09853658536585366
E01001960,18.4,0.057126696832579184
E01001961,41.8,0.09170305676855896
E01032788,26.8,0.049511400651465795
E01032789,17.1,0.01256281407035176
E01032790,18.0,0.09771689497716896
E01001962,15.5,0.13387978142076504
E01001963,8.6,0.13463687150837989
E01001964,14.8,0.10815822002472188
E01001965,11.3,0.12106537530266344
E01001966,13.3,0.18576512455516014
E01001967,8.9,0.20576407506702413
E01001968,11.2,0.121571072319202
E01001969,27.0,0.1347695390781563
E01001970,27.0,0.07643979057591622
E01001971,37.9,0.09936238044633369
E01001972,26.4,0.12371134020618557
E01001973,18.3,0.12609387430389818
E01001974,19.5,0.09029038112522686
E01001975,21.3,0.0811848601206802
E01001976,37.9,0.07820032137118371
E01001977,41.1,0.11421155094094744
E01001978,40.4,0.09632314862765406
E01001979,41.5,0.07549668874172186
E01001980,28.5,0.09950522264980759
E01001981,29.7,0.08914728682170543
E01001982,32.0,0.10535024820739107
E01001983,27.6,0.10583941605839416
E01001984,19.6,0.1560117302052786
E01001985,10.0,0.11376492771841609
E01001986,12.4,0.11827284105131414
E01001987,9.5,0.16960093896713616
E01001988,16.1,0.1293471629042099
E01001989,14.8,0.16365754222481071
E01001990,15.6,0.08749356664951106
E01001991,15.0,0.12225519287833828
E01001992,7.6,0.19063545150501673
E01001993,6.7,0.1767584097859327
E01001994,10.1,0.18843802112284602
E01001995,26.2,0.09349289454001496
E01001996,9.7,0.12659075686537175
E01001997,14.7,0.08836944127708096
E01001998,17.5,0.1012853470437018
E01001999,26.6,0.08336772595955427
E01002000,18.7,0.08299942759015455
E01002001,20.7,0.08858390517779165
E01002002,38.7,0.0936195587358378
E01002003,36.8,0.058640776699029125
E01002004,18.4,0.11982082866741321
E01002005,16.1,0.06500691562932227
E01002006,15.6,0.0871559633027523
E01002007,11.8,0.1786703601108033
E01002008,9.1,0.2113997113997114
E01002009,12.3,0.15684882895670688
E01002010,20.1,0.18504901960784315
E01002011,21.5,0.11417096959265634
E01002013,12.1,0.1235207100591716
E01002014,21.6,0.10810810810810811
E01002015,26.3,0.17626404494382023
E01002016,21.6,0.1057542768273717
E01002017,23.5,0.10375
E01002018,26.7,0.1432791728212703
E01002019,7.7,0.19840116279069767
E01002020,17.2,0.1433182698515171
E01002021,10.4,0.23488533703961084
E01002022,14.4,0.14692378328741965
E01002023,15.5,0.21613832853025935
E01002024,17.8,0.15378486055776894
E01002025,7.9,0.1872053872053872
E01002026,46.3,0.10449438202247191
E01002027,29.9,0.11240575736806031
E01002028,27.1,0.09728096676737161
E01002029,36.3,0.07670720299345182
E01002030,21.7,0.11181702668360864
E01002031,33.2,0.10464495461825948
E01002032,37.5,0.07942636514065085
E01002033,38.5,0.10777777777777778
E01002034,51.4,0.04937272359368677
E01002036,55.0,0.08113917248790972
E01002037,44.9,0.09134045077105575
E01002038,46.6,0.09200438116100766
E01002039,55.4,0.08030933967876264
E01002040,46.4,0.1185121107266436
E01002041,38.0,0.12359550561797752
E01002042,18.7,0.09641693811074918
E01002043,27.4,0.08337904552934723
E01002044,23.9,0.08462389380530974
E01002045,28.3,0.06459217350306459
E01002046,31.7,0.1399276236429433
E01002047,23.3,0.06942752740560293
E01002048,25.2,0.09583333333333334
E01002049,31.4,0.1036842105263158
E01002050,23.4,0.06275303643724696
E01002051,36.5,0.0770440251572327
E01002052,28.1,0.059534883720930236
E01002053,36.0,0.10428849902534112
E01002054,36.8,0.06646884272997032
E01002055,23.3,0.055663117134559535
E01002056,29.0,0.046232876712328765
E01002057,22.8,0.09484649122807018
E01002058,24.8,0.08664955070603338
E01002059,21.2,0.13324791800128122
E01002060,11.9,0.1073943661971831
E01002061,14.1,0.12005277044854881
E01002062,15.8,0.1074712643678161
E01002063,21.9,0.10690571049136786
E01002064,30.9,0.09959623149394348
E01002065,27.6,0.06369426751592357
E01002066,47.9,0.05001923816852635
E01002067,40.0,0.1250720461095101
E01002068,31.7,0.06766917293233082
E01002069,40.0,0.14818355640535372
E01002070,26.2,0.08585858585858586
E01002071,53.3,0.07307476110174255
E01002072,36.0,0.15659485023646874
E01002073,39.4,0.0880388585306618
E01002074,40.3,0.1028243601059135
E01002075,34.0,0.07315842583249244
E01002076,33.3,0.10637149028077754
E01002077,37.9,0.08045977011494253
E01002078,34.3,0.07966706302021404
E01002079,26.3,0.09558011049723757
E01033943,30.6,0.0543004359889021
E01033944,30.6,0.021360759493670885
E01002081,45.5,0.13050075872534142
E01002082,64.7,0.12761506276150628
E01002083,17.7,0.14968376669009137
E01002084,27.2,0.09121813031161473
E01002085,28.2,0.09153005464480875
E01002086,33.0,0.1054713249835201
E01002087,35.3,0.09599156118143459
E01002088,24.2,0.14309210526315788
E01002089,47.0,0.11060606060606061
E01002090,39.5,0.10520297312750143
E01002091,41.4,0.14355362946912242
E01002092,35.9,0.0842040565457898
E01002093,46.9,0.10957387935805202
E01002094,41.2,0.09924709103353867
E01002095,46.9,0.09259259259259259
E01002096,43.3,0.11810089020771514
E01002097,42.2,0.07213930348258707
E01002098,22.0,0.09270216962524655
E01002099,40.5,0.09724950884086445
E01002100,33.8,0.1097972972972973
E01002101,21.6,0.09343936381709742
E01002102,28.1,0.10586403736377789
E01002103,25.6,0.13144058885383805
E01002104,25.5,0.1271596406357982
E01002105,28.0,0.08695652173913043
E01032575,37.6,0.07670588235294118
E01033945,28.4,0.0450849963045085
E01033946,28.4,0.0076103500761035
E01033086,41.9,0.08017241379310344
E01002106,10.4,0.17271835132482827
E01002107,6.4,0.1649200220628792
E01002108,8.5,0.1613941018766756
E01002109,9.0,0.18996222342147867
E01002110,7.6,0.16916616676664667
E01002111,14.9,0.1749885478699038
E01002112,6.3,0.20923379174852652
E01002113,15.9,0.1963707064160726
E01002114,21.8,0.25339366515837103
E01002115,12.9,0.18975069252077562
E01002116,8.6,0.2669220945083014
E01034589,16.3,0.17658829414707353
E01034590,16.3,0.05755947812739831
E01002118,18.7,0.19094184251158003
E01002119,19.3,0.09603841536614646
E01002120,31.6,0.15874177029992684
E01002121,11.8,0.15063221550302364
E01002122,15.6,0.13232104121475055
E01002123,17.1,0.12203585887796414
E01002124,14.4,0.11255656108597285
E01002125,15.5,0.11150353178607467
E01034595,14.7,0.09879175550817342
E01034596,14.7,0.027689873417721517
E01034597,14.7,0.1282051282051282
E01034598,14.7,0.0
E01002127,13.3,0.17552334943639292
E01002128,17.8,0.1011764705882353
E01002129,17.9,0.07840951319212189
E01002130,24.6,0.06534382483749572
E01002131,28.7,0.15961882072662298
E01002132,9.3,0.1299760191846523
E01002133,33.1,0.14391691394658754
E01002134,9.2,0.14925373134328357
E01002135,15.2,0.15288220551378445
E01002136,12.8,0.13575996064928678
E01002137,4.7,0.060884549109707066
E01002138,17.5,0.11856963613550815
E01002139,30.8,0.12222968435191403
E01002140,18.3,0.16471897607122982
E01002141,15.1,0.2152317880794702
E01002142,14.4,0.1791359325605901
E01002143,20.0,0.12322858903265557
E01002144,13.8,0.25290875688916103
E01002145,15.8,0.2610489098408957
E01002146,3.6,0.21525885558583105
E01002147,8.8,0.2887426900584795
E01002148,10.4,0.20540540540540542
E01002149,4.6,0.2990007686395081
E01002150,10.7,0.15432873274780426
E01002151,34.1,0.1648700063411541
E01002152,6.4,0.25875
E01002153,5.7,0.1958985429033999
E01034593,12.7,0.1778682959945689
E01034594,12.7,0.07041343669250646
E01002155,6.9,0.2038664323374341
E01002156,6.9,0.2084382871536524
E01002157,10.9,0.17090479006505027
E01002158,6.0,0.20930232558139536
E01002159,13.0,0.15678184631253222
E01002160,13.1,0.09318273497377975
E01002161,14.7,0.1407552721922511
E01002162,17.8,0.12270582066072365
E01002163,11.2,0.18592057761732853
E01002164,8.8,0.1393782383419689
E01002165,14.6,0.14101123595505619
E01002166,13.3,0.15282583621683968
E01002167,20.3,0.14698492462311558
E01002168,26.0,0.1335061568373299
E01002169,18.1,0.17368109069353882
E01002170,16.5,0.14882697947214077
E01002171,11.4,0.16597998822836962
E01002172,12.8,0.14625
E01002173,13.6,0.215962441314554
E01002174,10.3,0.22622747047855812
E01002175,11.6,0.20537560303239144
E01002176,12.9,0.18225709112854557
E01002177,13.9,0.170355466130114
E01002178,10.0,0.18611793611793612
E01002179,21.1,0.11464723926380369
E01034591,26.9,0.07
E01034592,26.9,0.08469055374592833
E01002181,12.4,0.100169779286927
E01002182,14.7,0.11240671641791045
E01002183,19.1,0.1951219512195122
E01002184,18.6,0.13406940063091483
E01002185,30.6,0.10658810926620246
E01002186,18.6,0.15862422997946612
E01002187,12.4,0.21457905544147843
E01002188,3.2,0.28046540110226575
E01002189,5.7,0.22635135135135134
E01002190,6.2,0.26639344262295084
E01002191,6.5,0.15921375921375922
E01002192,6.7,0.2467065868263473
E01002193,11.0,0.13326703132769765
E01002194,5.4,0.20388349514563106
E01002195,5.7,0.17931456548347613
E01002196,5.4,0.20837927232635062
E01002197,12.0,0.19787234042553192
E01002198,13.2,0.11390284757118928
E01002199,10.4,0.16782773907536416
E01002200,15.9,0.09195402298850575
E01002201,9.7,0.1825028968713789
E01002202,18.3,0.10485347985347986
E01002203,13.1,0.11454239191465469
E01002204,14.0,0.10540540540540541
E01002206,14.3,0.1585014409221902
E01002207,11.8,0.14374646293152235
E01002208,5.0,0.25872093023255816
E01002209,9.9,0.14355099838100377
E01002210,8.5,0.1967948717948718
E01002211,27.3,0.13315579227696406
E01002212,19.7,0.10647405029427501
E01034599,18.0,0.1277350680070964
E01034600,18.0,0.057956278596847995
E01002214,18.3,0.12068076328004126
E01002215,26.8,0.1447596988998263
E01002216,12.2,0.12790697674418605
E01002217,32.7,0.05731315910132966
E01002218,16.6,0.1525518788558609
E01002219,20.4,0.141409021794222
E01002220,14.6,0.13871763255240444
E01002221,16.9,0.13586291309669524
E01002222,13.2,0.1323529411764706
E01002223,14.2,0.13714602998334258
E01002224,23.6,0.09577114427860696
E01002225,7.0,0.3882554161915621
E01002226,13.9,0.22552710843373494
E01002227,38.2,0.12451023073574227
E01002228,13.8,0.18973020017406442
E01002229,20.3,0.22343921139101863
E01002230,10.4,0.2300981461286805
E01002231,22.4,0.10887290167865707
E01002232,19.7,0.17563218390804597
E01002233,24.8,0.11524163568773234
E01002234,18.9,0.08210096889342172
E01002235,28.0,0.14745308310991956
E01002236,18.0,0.07762359063313096
E01002237,20.0,0.07409177820267686
E01002238,11.2,0.13008989952406133
E01002239,9.1,0.19557385486361298
