LSOA21CD,Index of Multiple Deprivation (IMD) Score,pop_65plus
E01000748,12.7,0.3277310924369748
E01000749,11.3,0.3116076970825574
E01000750,30.7,0.2299794661190965
E01000751,6.7,0.18069634200088144
E01000752,8.4,0.2890403180011357
E01000753,6.1,0.2545454545454545
E01000754,7.4,0.18364997121473806
E01000755,5.1,0.22283272283272285
E01000756,4.9,0.2334293948126801
E01000757,4.5,0.2799744897959184
E01000758,3.3,0.21845318860244234
E01000759,7.8,0.19108669108669107
E01000760,9.1,0.2426602756141402
E01000761,7.3,0.2179732313575526
E01000762,7.0,0.18620689655172415
E01000763,5.4,0.18928322894919972
E01000764,12.2,0.16365626710454298
E01000765,7.2,0.18512304250559283
E01000766,3.0,0.2068034557235421
E01000767,4.8,0.21113831089351284
E01000768,8.7,0.23139931740614333
E01000769,23.9,0.15289855072463768
E01000770,6.0,0.32483221476510066
E01000771,5.5,0.2017857142857143
E01000772,4.1,0.3234738829452486
E01000773,6.5,0.21518193224592222
E01000774,9.4,0.15975935828877005
E01000775,7.3,0.17479139218269654
E01000777,7.7,0.15941140404659718
E01000778,13.2,0.13611281422440222
E01000779,15.1,0.23054755043227665
E01000780,22.7,0.1480099502487562
E01000781,37.3,0.09838107098381071
E01000782,47.7,0.08724388631857237
E01000783,31.4,0.08165829145728644
E01000784,10.2,0.13063357282821686
E01000785,31.6,0.1085173501577287
E01000786,9.5,0.3233492171545269
E01000787,22.4,0.23868312757201646
E01000788,23.0,0.17111650485436894
E01000789,36.6,0.06395663956639566
E01000790,13.6,0.1349344978165939
E01000791,9.7,0.2832331329325317
E01000792,18.9,0.19246031746031747
E01000793,4.8,0.2680878552971576
E01000794,3.7,0.2737715379706445
E01000795,14.3,0.21638655462184875
E01000796,30.1,0.08020698576972833
E01000797,13.5,0.12932604735883424
E01000798,42.1,0.0933852140077821
E01000799,19.4,0.10204081632653061
E01000800,28.1,0.06654567453115548
E01000801,18.2,0.13311258278145696
E01000802,19.8,0.11045258620689655
E01000803,17.2,0.14041745730550284
E01000804,8.3,0.1998631074606434
E01000805,21.8,0.13964497041420118
E01000806,25.7,0.0498567335243553
E01000807,6.0,0.1639244363193175
E01000808,7.0,0.21841941505911636
E01000809,4.2,0.2518796992481203
E01000810,2.3,0.24512353706111834
E01000811,5.1,0.17935578330893118
E01000812,10.2,0.2152439024390244
E01000813,3.3,0.23154574132492114
E01000814,4.3,0.2633248730964467
E01000815,2.6,0.26
E01000816,14.1,0.19561007101355712
E01000818,13.5,0.20763723150357996
E01000819,26.5,0.15663956639566395
E01000820,21.1,0.18788249694002448
E01000822,13.3,0.12220843672456576
E01000823,11.6,0.1445993031358885
E01000824,15.4,0.09240687679083094
E01000825,17.0,0.14362017804154303
E01000826,4.3,0.20561317876754118
E01000827,5.2,0.22569832402234638
E01000828,10.1,0.20610687022900764
E01000829,6.1,0.13824362606232293
E01000830,3.7,0.21704475781729002
E01000831,8.2,0.24165707710011508
E01000832,6.0,0.2322661644695543
E01000833,2.8,0.17818428184281843
E01000834,4.9,0.16471449487554904
E01000835,7.3,0.18238283455674761
E01000836,5.6,0.16513111268603828
E01000837,10.2,0.19807692307692307
E01000838,5.0,0.2508884150675195
E01000839,4.3,0.2614138438880707
E01000840,10.4,0.4081496325985304
E01000841,4.5,0.22883829538820782
E01032562,32.5,0.09296482412060302
E01032563,8.9,0.26312154696132595
E01032568,25.5,0.11903160726294552
E01032570,12.5,0.288671650373778
E01000842,8.5,0.15176151761517614
E01000843,13.6,0.1346483704974271
E01000844,9.8,0.09643080776455855
E01000845,11.3,0.13642297650130547
E01000846,22.1,0.14682002706359945
E01000847,17.1,0.1276595744680851
E01000848,6.0,0.14500326583932072
E01000849,7.7,0.12611940298507462
E01000850,14.3,0.050318922749822824
E01000851,15.0,0.050271739130434784
E01035711,14.6,0.09125
E01000853,30.8,0.21048951048951048
E01035711,15.8,0.09125
E01000855,14.7,0.13489073097211757
E01000856,31.4,0.07428571428571429
E01000857,14.9,0.15086206896551724
E01000858,37.7,0.0963855421686747
E01000859,7.2,0.1641991924629879
E01000860,17.7,0.3165340406719717
E01000861,33.5,0.10144927536231885
E01000862,10.9,0.1530373831775701
E01000863,34.4,0.04732927653820149
E01035707,17.9,0.12383272431993504
E01035707,13.2,0.12383272431993504
E01000866,22.4,0.12364760432766615
E01000867,28.4,0.09424379232505643
E01000868,39.3,0.060090702947845805
E01000869,22.1,0.11467889908256881
E01000870,26.8,0.1092964824120603
E01000871,14.2,0.15463917525773196
E01000872,24.3,0.09382151029748284
E01000873,8.6,0.10655737704918032
E01000874,4.9,0.15076717811874582
E01000875,21.8,0.10153256704980843
E01000876,29.9,0.11419909044972208
E01000877,11.2,0.09925725860904794
E01000878,5.6,0.16395348837209303
E01000879,5.9,0.13128930817610063
E01000880,6.1,0.11352487736510161
E01000881,13.4,0.09388335704125178
E01000882,4.3,0.1314125087842586
E01000883,9.5,0.08752449379490529
E01000884,5.3,0.1592741935483871
E01000885,7.0,0.23390894819466249
E01000886,9.1,0.16367713004484305
E01000887,13.1,0.11563169164882227
E01000888,14.6,0.12773224043715847
E01000889,30.9,0.10865874363327674
E01000890,40.9,0.1484848484848485
E01000891,38.3,0.13667117726657646
E01000892,15.8,0.13689482470784642
E01000893,5.3,0.20739666424945613
E01000894,6.6,0.17831893165750196
E01000895,8.4,0.1776061776061776
E01000896,5.7,0.17818428184281843
E01000897,5.4,0.15825977301387137
E01000898,11.8,0.13946216385240776
E01000899,6.0,0.20088439671509792
E01000900,26.0,0.12231503579952267
E01000901,30.4,0.06659939455095863
E01000902,36.2,0.14255765199161424
E01000903,18.9,0.18047752808988765
E01000904,24.6,0.13477218225419665
E01000905,38.1,0.12605042016806722
E01000906,10.4,0.10899182561307902
E01000907,33.8,0.1330117160578911
E01000908,27.2,0.1479761114797611
E01000909,11.8,0.2541743970315399
E01000910,9.7,0.1907993966817496
E01000911,17.0,0.14784394250513347
E01000912,22.3,0.1549652118912081
E01000913,9.3,0.27255985267034993
E01000914,13.1,0.1419400855920114
E01000915,23.1,0.11029411764705882
E01000916,19.5,0.09935897435897435
E01000917,35.0,0.10294117647058823
E01000918,20.7,0.12631578947368421
E01000919,21.7,0.10212474297464016
E01000920,15.0,0.1513117754728493
E01000921,15.2,0.07498660953401179
E01000922,21.7,0.0658372213582167
E01000923,19.4,0.15172413793103448
E01000924,13.3,0.0983502538071066
E01000925,29.4,0.12647444298820446
E01000926,17.4,0.06906077348066299
E01000927,14.9,0.15063887020847344
E01000928,20.3,0.11393152302243212
E01000929,25.4,0.09701101206082853
E01000930,30.8,0.1728395061728395
E01000931,34.6,0.09046692607003891
E01000932,20.0,0.08876080691642652
E01000933,25.7,0.10722477064220183
E01000934,35.4,0.16868279569892472
E01000935,32.3,0.0810126582278481
E01035712,21.5,0.11138014527845036
E01000937,14.3,0.09164420485175202
E01000938,33.7,0.0650759219088937
E01000939,39.1,0.06915629322268327
E01035712,19.7,0.11138014527845036
E01000941,38.0,0.1087136929460581
E01000942,15.3,0.10130391173520562
E01000943,19.8,0.04600638977635783
E01000944,22.7,0.10013623978201634
E01035710,29.5,0.08583525789068515
E01000946,14.8,0.11632390745501285
E01000947,24.7,0.06944444444444445
E01000948,28.9,0.15704088254380272
E01000949,19.6,0.10163111668757842
E01035710,39.7,0.08583525789068515
E01000951,34.2,0.08495460440985733
E01000952,33.4,0.08631826189078097
E01035708,37.2,0.025906735751295335
E01035709,37.2,0.14201570680628273
E01000954,34.9,0.07982012366498033
E01000955,33.2,0.12684365781710916
E01000956,33.6,0.055445544554455446
E01000957,26.3,0.08547008547008547
E01000958,24.5,0.03924857430392486
E01000959,39.0,0.10655737704918032
E01000960,16.5,0.1053740779768177
E01000961,22.6,0.11578947368421053
E01000962,6.1,0.08080155138978669
E01000963,8.8,0.1210224308815858
E01000964,17.9,0.11104783599088838
E01000965,17.4,0.072
E01000966,7.0,0.11481481481481481
E01000967,9.3,0.16478696741854637
E01000968,14.3,0.11178451178451178
E01000969,6.3,0.0943188086045229
E01000970,10.3,0.08160442600276625
E01000971,7.9,0.12252663622526636
E01000972,27.1,0.11552162849872774
E01000973,20.6,0.06763469621704242
E01000974,25.1,0.09085252022401992
E01000975,17.7,0.09043927648578812
E01000976,25.8,0.09327146171693736
E01000977,28.3,0.15079773546062789
E01000978,20.6,0.1319884726224784
E01000979,17.6,0.09895833333333333
E01000980,26.5,0.10491803278688525
E01000981,14.0,0.10556186152099886
E01000982,18.6,0.08488862131246237
E01000983,13.5,0.12101210121012101
E01000984,30.6,0.13681986265187532
E01000985,8.7,0.22567567567567567
E01000986,13.0,0.2042292710072343
E01000987,9.4,0.19547169811320755
E01000989,12.4,0.1801278326554329
E01000990,40.3,0.13991477272727273
E01000991,8.8,0.2741203178206583
E01000992,32.2,0.09586056644880174
E01000993,12.2,0.13833028641072517
E01000994,19.8,0.1290527654164018
E01000995,20.6,0.11182294700058241
E01000996,19.9,0.1399239543726236
E01000997,22.3,0.15147453083109919
E01000998,32.6,0.1145975443383356
E01000999,22.8,0.16825164594001463
E01001000,28.2,0.11955719557195572
E01001001,37.5,0.09986033519553073
E01001002,22.2,0.11066398390342053
E01001003,25.0,0.104375
E01001004,26.9,0.07688787185354691
E01001005,23.2,0.06838106370543542
E01001006,30.7,0.06194196428571429
E01001007,18.9,0.1072717895822589
E01001008,30.4,0.1073546856465006
E01001009,23.7,0.06299603174603174
E01001010,41.8,0.09037900874635568
E01001011,30.9,0.05679335954565312
E01001012,37.5,0.0712890625
E01001013,46.1,0.08878718535469107
E01034145,30.3,0.05263157894736842
E01034146,30.3,0.006910850034554251
E01034144,30.3,0.03794642857142857
E01001015,24.3,0.15764546684709066
E01001016,14.4,0.2069954128440367
E01001017,8.0,0.21935096153846154
E01001018,6.4,0.2205971968312005
E01001019,5.4,0.2787433155080214
E01001020,8.4,0.21846153846153846
E01001021,35.5,0.1948529411764706
E01001022,9.3,0.30574098798397864
E01001023,23.4,0.11106870229007633
E01001024,8.9,0.16666666666666666
E01001025,6.2,0.19490909090909092
E01001026,12.7,0.15380521554018095
E01001027,10.5,0.10072189755929872
E01001028,6.2,0.26786786786786787
E01001029,15.0,0.21601382488479262
E01001030,7.3,0.17606602475928473
E01001031,6.9,0.1856368563685637
E01001032,3.8,0.24484536082474226
E01001033,14.5,0.11165048543689321
E01001034,14.8,0.1356565028002489
E01001035,18.4,0.11606663084363246
E01001036,12.0,0.2257869249394673
E01001037,20.4,0.07353906762967827
E01001038,18.5,0.08276225619399051
E01001039,8.6,0.17501585288522511
E01001040,15.2,0.08035190615835777
E01001041,21.1,0.06984667802385008
E01001042,36.6,0.041647385469689956
E01034150,31.5,0.007621951219512195
E01034151,31.5,0.008605851979345954
E01034152,31.5,0.041348600508905854
E01001044,10.2,0.17117988394584138
E01034147,35.8,0.009216589861751152
E01034148,35.8,0.02386780905752754
E01034149,35.8,0.11369019422074846
E01001046,9.8,0.11678832116788321
E01001047,22.1,0.08883693746347165
E01034143,28.9,0.0
E01034141,28.9,0.024752475247524754
E01034142,28.9,0.051759834368530024
E01001049,12.3,0.2562674094707521
E01001050,22.0,0.20596840257460503
E01001051,39.1,0.1361323155216285
E01001052,42.1,0.10605030591434399
E01001053,32.4,0.13825757575757575
E01001054,34.9,0.10112359550561797
E01001055,38.9,0.14881334188582424
E01001056,37.9,0.033851276359600446
E01001057,40.5,0.05022321428571429
E01001058,11.6,0.1714922048997773
E01001059,15.2,0.1548520302821748
E01001060,20.5,0.1558282208588957
E01001061,23.7,0.13716012084592144
E01001062,9.9,0.32255936675461744
E01001063,6.9,0.21696891191709844
E01001064,12.8,0.24785276073619633
E01001065,15.9,0.21916790490341753
E01001066,38.9,0.09375
E01001067,7.0,0.19497607655502391
E01001068,17.3,0.16902173913043478
E01001069,9.8,0.1976225854383358
E01001070,14.5,0.1825749167591565
E01001071,12.9,0.14805057955742887
E01001072,8.2,0.3207920792079208
E01001073,16.3,0.16609706083390294
E01001074,18.3,0.13752556237218813
E01001075,11.6,0.1386682956627978
E01001076,36.2,0.09976105137395459
E01001077,18.5,0.16346153846153846
E01001078,36.0,0.13157894736842105
E01001079,34.0,0.1419939577039275
E01001080,49.6,0.15313531353135312
E01001081,34.6,0.12222968435191403
E01001082,33.0,0.12142857142857143
E01001083,13.4,0.2292562999385372
E01001084,14.0,0.2109053497942387
E01001085,18.6,0.159369527145359
E01001086,16.7,0.1990872789503708
E01001087,24.0,0.1215547703180212
E01001088,16.1,0.1239766081871345
E01001089,28.7,0.12083568605307736
E01001090,23.4,0.10651408450704225
E01001091,15.4,0.19522912743251727
E01001092,19.8,0.23181580324437467
E01001093,11.7,0.16223698781838317
E01001094,8.5,0.24712990936555893
E01001095,16.3,0.10598179453836151
E01001096,7.1,0.22857142857142856
E01001097,22.4,0.1649441918147995
E01001098,7.5,0.1949898442789438
E01001099,19.7,0.11318327974276528
E01001100,8.8,0.16765285996055226
E01001101,5.1,0.211118930330753
E01001102,7.1,0.3079872204472843
E01001103,7.2,0.27922471229557844
E01001104,5.8,0.19347181008902078
E01001105,20.8,0.14751286449399656
E01001106,12.6,0.18892508143322476
E01001107,7.0,0.2556480380499406
E01001108,5.1,0.24116997792494482
E01001109,32.1,0.13270948532539345
E01001110,43.0,0.05955216769890424
E01001111,28.5,0.08958566629339305
E01001112,30.4,0.10624370594159113
E01001113,28.4,0.07242063492063493
E01001114,41.5,0.047651463580667124
E01001115,44.4,0.11511183851609383
E01001116,28.9,0.08567691301504252
E01034139,27.5,0.06763555058692007
E01034140,27.5,0.024174053182917002
E01001118,40.5,0.10237319683573755
E01001119,8.9,0.26126126126126126
E01001120,10.0,0.20538965768390385
E01001121,7.2,0.3703422053231939
E01001122,9.5,0.22046703296703296
E01001123,9.2,0.22276923076923077
E01001124,5.8,0.30956968529222867
E01001125,12.1,0.2133738601823708
E01001126,6.8,0.26400560224089636
E01001127,9.4,0.2466504263093788
E01001128,34.9,0.09375
E01001129,4.6,0.2412811387900356
E01001130,37.2,0.041926345609065156
E01001131,12.7,0.16112531969309463
E01001132,9.3,0.27387387387387385
E01001133,11.3,0.33624454148471616
E01001134,9.9,0.19531731361675908
E01001135,8.6,0.24244220509780676
E01001136,32.9,0.1166747690811862
E01001137,23.5,0.13361072584373554
E01001138,18.6,0.10881174899866489
E01001139,19.6,0.12470725995316159
E01001140,21.7,0.09158415841584158
E01001141,27.5,0.06493506493506493
E01001142,21.4,0.14974358974358976
E01001143,30.2,0.13690169840452907
E01001144,37.1,0.10246360582306831
E01001145,39.9,0.08985024958402663
E01001146,19.7,0.13774834437086092
E01001147,34.0,0.05789769533445756
E01001148,23.2,0.09242250287026406
E01001149,16.1,0.0949367088607595
E01001150,20.5,0.10653325485579752
E01001151,40.8,0.11720983419096627
E01001152,37.2,0.07866273352999016
E01001153,22.7,0.12293577981651377
E01001154,28.9,0.07908428720083246
E01001155,43.8,0.15612758813654168
E01001156,26.2,0.1489971346704871
E01001157,18.2,0.14355362946912242
E01001158,20.4,0.09666666666666666
E01001159,14.5,0.15802975885069268
E01001160,13.7,0.18407445708376421
E01001161,42.6,0.13028953229398663
E01001162,28.4,0.10882842865074958
E01001163,16.3,0.14972180070814364
E01001164,20.5,0.1077783426537875
E01001165,24.2,0.0784837159636946
E01001166,32.1,0.11178553363682348
E01001167,21.8,0.09738309738309739
E01001168,21.2,0.1137855579868709
E01001169,32.7,0.0966316951960243
E01001170,27.1,0.14543579164517792
E01001171,24.6,0.1779318313113807
E01001172,43.1,0.07168620378719567
E01001173,19.8,0.11240029006526468
E01001174,22.5,0.13884007029876977
E01001175,30.6,0.09296636085626911
E01001176,22.7,0.1079607415485278
E01001177,31.6,0.07815384615384616
E01001178,58.2,0.04339739615623062
E01001179,20.7,0.10936555891238671
E01001180,27.8,0.08195072900955254
E01001181,42.4,0.06119673617407072
E01001182,21.7,0.148014440433213
E01001183,24.1,0.1206896551724138
E01001184,16.9,0.17331288343558282
E01001185,20.0,0.08378216636744465
E01001186,29.1,0.11803475134811264
E01001187,20.6,0.10294117647058823
E01001188,28.2,0.06611993849308047
E01001189,17.7,0.13399503722084366
E01001190,27.4,0.09415584415584416
E01001191,34.9,0.06689453125
E01001192,27.8,0.08132726089785296
E01001193,34.4,0.06752789195537287
E01001194,18.3,0.08619612742036227
E01032569,45.2,0.07282913165266107
E01001195,14.0,0.13103070175438597
E01001196,38.0,0.13829133374308544
E01001197,22.6,0.12915326902465166
E01001198,14.8,0.08804627249357326
E01001199,22.3,0.09134328358208955
E01001200,16.0,0.09079365079365079
E01001201,17.6,0.09125235997482693
E01001202,33.8,0.07946752722872126
E01001203,32.8,0.09400230680507497
E01001204,13.7,0.17590822179732313
E01001205,31.0,0.09339407744874716
E01001206,42.3,0.05674653215636822
E01001207,16.2,0.09796149490373726
E01001208,11.8,0.21872659176029963
E01001209,7.1,0.17750759878419453
E01001210,50.7,0.15356585111920876
E01001211,10.4,0.16987740805604204
E01001212,13.5,0.22209821428571427
E01001213,28.2,0.1555891238670695
E01001214,15.9,0.18852924474730268
E01001215,30.2,0.14789753504108266
E01001216,22.2,0.16351118760757316
E01001217,16.1,0.1477832512315271
E01001218,36.3,0.14292589027911454
E01001219,36.0,0.09634089856415007
E01001220,47.7,0.09658344283837056
E01034030,24.1,0.10850599781897492
E01034031,24.1,0.038796516231195566
E01034028,21.9,0.04979919678714859
E01034029,21.9,0.051921780175320294
E01001223,11.7,0.1653061224489796
E01001224,9.1,0.1766602192134107
E01001225,21.7,0.13036303630363036
E01001226,13.4,0.18205461638491546
E01001227,10.3,0.14535666218034993
E01001228,11.4,0.11663066954643629
E01001229,30.2,0.12170385395537525
E01001230,21.3,0.16194625998547568
E01001231,13.8,0.16986564299424184
E01001232,23.8,0.14843250159948818
E01001233,23.8,0.14442162902121836
E01001234,22.9,0.10090361445783133
E01001235,14.2,0.09313998884551032
E01001236,16.3,0.14432989690721648
E01001237,17.0,0.1622665808113329
E01034026,24.5,0.0040192926045016075
E01034027,24.5,0.06269592476489028
E01001239,32.7,0.07676348547717843
E01001240,20.5,0.10325786858089453
E01001241,22.2,0.09840425531914894
E01001242,26.9,0.12362301101591187
E01001243,25.4,0.08491761723700887
E01001244,28.9,0.10053285968028419
E01001245,15.4,0.07247058823529412
E01001246,32.0,0.09438079650845609
E01001247,21.3,0.16895958727429064
E01001248,17.4,0.1945672773215414
E01001249,41.5,0.07433554817275748
E01001250,37.1,0.09824723247232472
E01001251,18.7,0.10506050605060506
E01001252,25.7,0.10218093699515347
E01001253,15.6,0.09194854692710815
E01001254,14.6,0.14838337182448036
E01001255,13.5,0.12836568566061365
E01001257,40.8,0.07104072398190045
E01001258,15.9,0.1458670988654781
E01001259,20.1,0.13942011104256632
E01001260,20.7,0.1474767270945615
E01001261,22.7,0.11115954664341761
E01001262,31.3,0.17330067360685855
E01001263,34.5,0.11238891792995295
E01001264,24.4,0.145
E01001265,20.6,0.11897852582704585
E01001266,16.1,0.17508055853920515
E01001267,31.8,0.16133792424987703
E01001268,18.5,0.16675114039533706
E01001269,13.6,0.10577346848832085
E01001270,15.7,0.12535775615340583
E01001271,16.9,0.10684210526315789
E01001272,19.1,0.12925562608193883
E01001273,9.5,0.1775811209439528
E01001274,8.5,0.13179262960649593
E01001275,19.0,0.13219026548672566
E01001276,20.6,0.12915961646926113
E01001277,17.5,0.11898859692612791
E01001278,23.8,0.13107721639656816
E01001279,7.2,0.24439918533604887
E01001280,13.7,0.1589041095890411
E01001281,7.5,0.19530754597336716
E01001282,35.0,0.16449410304158907
E01001283,40.1,0.1684387241186346
E01001284,15.8,0.15116942384483742
E01001285,23.2,0.10366197183098591
E01001286,23.5,0.10275983558426306
E01001287,31.2,0.11606597434331094
E01001288,16.0,0.12450066577896138
E01001289,15.5,0.1220059880239521
E01001290,12.7,0.12555831265508685
E01001291,19.4,0.13592233009708737
E01001292,13.9,0.1710758377425044
E01001293,17.4,0.112409571508069
E01001294,22.5,0.1391347099311701
E01001295,17.2,0.1393670183231538
E01001296,22.0,0.11316725978647686
E01001297,23.4,0.12700165654334622
E01001298,28.0,0.1650853889943074
E01001299,8.0,0.1889269406392694
E01001300,8.9,0.13525091799265607
E01001301,20.0,0.1016949152542373
E01001302,11.7,0.12412476129853596
E01001303,9.9,0.13437139561707034
E01001304,14.1,0.10355207706201083
E01001305,7.7,0.16002344665885113
E01001306,8.3,0.1290719114935464
E01001307,11.1,0.13825857519788917
E01001308,11.4,0.19289340101522842
E01001309,15.1,0.11189956331877729
E01001310,18.6,0.10805860805860806
E01001311,28.9,0.08877388535031847
E01001312,16.7,0.14141922496225465
E01001313,13.7,0.16887608069164264
E01001314,11.0,0.14738202973497092
E01001315,18.3,0.11474269819193324
E01001316,31.8,0.08587896253602305
E01001317,26.5,0.0990282276723739
E01001318,36.0,0.1111111111111111
E01001319,18.0,0.13865814696485623
E01001320,41.6,0.09001233045622688
E01001321,26.1,0.17520805957074026
E01001322,23.9,0.12041116005873716
E01001323,23.1,0.10973187686196624
E01001324,33.5,0.0936374549819928
E01001325,26.6,0.13186813186813187
E01001326,33.1,0.09160696008188332
E01001327,30.8,0.11440457618304732
E01001328,33.6,0.12096774193548387
E01001329,24.1,0.10357327809425168
E01001330,42.9,0.07688172043010753
E01001331,37.3,0.06625835189309577
E01001332,39.9,0.0857843137254902
E01001333,39.7,0.13189935064935066
E01001334,41.2,0.11090909090909092
E01001335,20.9,0.18241398143091206
E01001336,24.9,0.15113759479956662
E01001337,35.7,0.08788598574821853
E01001338,27.2,0.17578332448220924
E01001339,35.6,0.0974055530268548
E01001340,38.0,0.04734484964811261
E01001341,12.8,0.14022346368715083
E01001342,14.8,0.1330582774626096
E01001343,15.4,0.18518518518518517
E01001344,18.4,0.11862917398945519
E01001345,17.5,0.11505437893531768
E01001346,12.0,0.13959522573949143
E01001347,18.7,0.1155
E01001348,19.4,0.12321428571428572
E01001349,33.6,0.14305949008498584
E01001350,16.2,0.17089910775566233
E01001351,28.0,0.14099347717009533
E01001352,15.2,0.11068702290076336
E01001353,23.4,0.11432604093154553
E01001354,22.2,0.1547207118141374
E01001355,24.5,0.11242908715832904
E01001356,45.9,0.09257998638529612
E01001357,42.0,0.05755131964809384
E01001358,45.8,0.04185809086268504
E01001359,24.9,0.11938486442735735
E01001360,29.1,0.1286031042128603
E01001361,34.2,0.09467195068251871
E01001362,29.2,0.09446130500758726
E01001363,26.2,0.10990635781172992
E01001364,42.2,0.13419216317767044
E01001365,28.0,0.125193199381762
E01001366,28.5,0.09921414538310412
E01001367,30.3,0.06703703703703703
E01001368,28.9,0.1282051282051282
E01001369,24.9,0.11822660098522167
E01001370,25.9,0.1022674687644609
E01001371,27.1,0.11044520547945205
E01001372,31.0,0.08359375
E01001373,26.3,0.076171875
E01001374,11.2,0.09783728115345006
E01001375,5.5,0.15478971962616822
E01001376,23.9,0.09970501474926254
E01001377,8.2,0.16789667896678967
E01001379,6.5,0.12240184757505773
E01001380,12.5,0.11009573542210618
E01001381,18.0,0.09546666666666667
E01001382,8.4,0.165075034106412
E01001383,11.6,0.11691961776278809
E01001384,9.8,0.09446064139941691
E01001385,8.6,0.11492178098676294
E01001386,9.9,0.1334841628959276
E01001387,16.5,0.1391820580474934
E01001388,34.8,0.1340860973888497
E01001389,21.1,0.11911357340720222
E01032572,16.3,0.10243597751405371
E01032743,27.4,0.037411971830985914
E01032744,33.8,0.14072229140722292
E01001390,10.5,0.1288888888888889
E01001391,25.6,0.10496292070735881
E01001392,10.7,0.16188413643746616
E01001393,19.1,0.10341314314824249
E01001394,27.0,0.14469135802469135
E01001395,35.3,0.12056303549571604
E01001396,19.0,0.17670954637779282
E01001397,24.6,0.1014018691588785
E01001398,9.2,0.18452380952380953
E01001399,11.2,0.18787878787878787
E01001400,10.4,0.31514762516046213
E01001401,12.4,0.1673758865248227
E01001402,9.0,0.18897216274089937
E01001403,15.9,0.21558289396602226
E01001404,19.2,0.18036072144288579
E01001405,12.1,0.3088803088803089
E01001406,24.5,0.11483253588516747
E01001407,18.5,0.13653603034134007
E01001408,16.7,0.13592814371257486
E01001409,34.9,0.10439024390243902
E01001410,45.5,0.08832951945080092
E01001411,13.4,0.14354066985645933
E01001412,28.4,0.18528916339135318
E01001413,7.8,0.22493887530562348
E01001414,42.8,0.15945465323058683
E01001415,15.5,0.2080896686159844
E01001416,7.7,0.20414031052328924
E01001417,8.3,0.25052854122621565
E01001418,21.1,0.22982456140350876
E01001419,15.2,0.19423368740515934
E01001420,26.4,0.15498357064622126
E01001421,26.7,0.20677361853832443
E01001422,7.9,0.26455026455026454
E01001423,31.8,0.14061592097617664
E01001424,45.7,0.0780608052588332
E01001425,48.2,0.06576980568011959
E01001426,41.0,0.08342602892102335
E01001427,42.6,0.09364161849710982
E01001428,38.1,0.08763784097504353
E01001429,46.4,0.12728857890148212
E01001430,42.1,0.0654911838790932
E01001431,43.3,0.06391402714932126
E01001432,39.6,0.12932410856838744
E01001433,36.1,0.07862679955703211
E01001434,28.2,0.11627906976744186
E01001435,26.2,0.13459037711313393
E01001436,28.6,0.1400304414003044
E01001437,38.8,0.11058519793459552
E01001438,34.9,0.11264230077890952
E01001439,35.3,0.07203791469194312
E01001440,30.6,0.14498806682577567
E01001441,37.1,0.07907542579075426
E01001442,44.5,0.1008254716981132
E01001444,22.8,0.1108786610878661
E01001445,29.8,0.05756167322130854
E01001446,27.9,0.12041036717062635
E01001447,42.8,0.11122345803842265
E01001448,30.2,0.08854427213606804
E01001449,29.4,0.09287925696594428
E01001450,21.4,0.15560253699788584
E01001451,16.8,0.22621951219512196
E01001452,11.4,0.23048600883652431
E01001453,6.2,0.2505924170616114
E01001454,9.1,0.23348783314020857
E01001455,11.2,0.1937244201909959
E01001456,5.7,0.1990257480862909
E01001457,13.9,0.21315068493150685
E01001458,40.3,0.1092896174863388
E01001459,23.8,0.15606936416184972
E01001460,38.3,0.06350710900473934
E01001461,40.0,0.128060263653484
E01001462,35.1,0.09329647546648238
E01001463,22.7,0.14020486555697823
E01001464,38.3,0.12759415833973867
E01001465,24.4,0.14959145191703332
E01001466,28.3,0.09672544080604534
E01001467,26.5,0.073403720462544
E01001468,29.8,0.20187454938716654
E01001469,23.3,0.14220445459737294
E01001470,10.6,0.2283987915407855
E01001471,17.4,0.2089165370658372
E01001472,13.8,0.19880597014925372
E01001473,16.0,0.1752767527675277
E01001474,13.1,0.23607427055702918
E01001475,7.3,0.21388888888888888
E01001476,28.0,0.1414717626925271
E01001477,35.0,0.12313060817547358
E01001478,25.9,0.1436265709156194
E01001479,33.3,0.13079932923420906
E01001480,30.6,0.14974619289340102
E01001481,26.5,0.14500836586726157
E01001482,38.5,0.12282497441146366
E01001483,53.7,0.07679324894514768
E01001484,24.5,0.14375
E01001485,37.1,0.1115811739820201
E01001486,41.5,0.1045475855602438
E01001487,35.0,0.11031298101590559
E01001488,30.5,0.10045894951555329
E01001489,30.9,0.10529045643153527
E01001491,32.8,0.10373019928461931
E01001492,32.0,0.11946902654867257
E01001493,29.2,0.1590310689836756
E01001494,15.5,0.21663313212608987
E01001495,12.5,0.12076502732240438
E01001496,14.3,0.1931758530183727
E01001497,23.5,0.15358592692828146
E01001498,17.4,0.1073170731707317
E01001499,24.0,0.18444730077120822
E01001500,19.8,0.1620775969962453
E01001501,26.3,0.12118451025056948
E01001502,31.2,0.1109391124871001
E01001503,28.2,0.1372854914196568
E01001504,30.3,0.10412757973733583
E01001505,33.6,0.07534597642234751
E01033926,38.7,0.0573175391669851
E01001507,40.5,0.07775628626692456
E01001508,31.9,0.06913379422529484
E01001509,34.3,0.09287749287749288
E01033926,47.2,0.0573175391669851
E01001511,21.9,0.10058231868713605
E01001512,18.4,0.11708169506334644
E01001513,33.4,0.08535353535353535
